off topic,in_atlas,groupname,title,keywords,topics,date,originator,publisher,links,Still Public?,Dataset Email,Group,Agency
,f,Climate Change Data,"Mean Higher High Water Surface, 2100",100 year coastal flood coastal flood MHHW sea level rise climate change Mean Higher High Water oceans and coastal 100 year flood future scenario,Atmosphere & Climate Oceans & Estuaries Coastal information Inland Waters Climate change Floods,10/10/2013,,Pacific Institute,http://www.pacinst.org/reports/sea_level_rise/files/mhhw_2100.zip ,TRUE,monica.downs@resources.ca.gov,Climate Change Data,
,f,Climate Change Data,San Francisco Bay Levees,coastal protection structures coastal flood levees sea level rise oceans and coastal 100 year flood 100 year coastal flood climate change,Climate change Levees Coastal information Inland Waters Oceans & Estuaries Atmosphere & Climate Floods,10/10/2013,,Pacific Institute,http://www.pacinst.org/reports/sea_level_rise/files/SF_Bay_levees.zip ,TRUE,monica.downs@resources.ca.gov,Climate Change Data,
,f,Climate Change Data,S.F. Bay Coastal Waste Water Treatment Plants,coastal flood 100 year coastal flood sea level rise climate change oceans and coastal 100 year flood Waste Water treatment plant waste water treatment plant,Waste treatment Utilities & Communication Oceans & Estuaries Atmosphere & Climate Inland Waters Coastal information Climate change Floods,10/10/2013,,Pacific Institute,http://www.pacinst.org/reports/sea_level_rise/files/WWTP_poly.zip ,TRUE,monica.downs@resources.ca.gov,Climate Change Data,
,f,Climate Change Data,Structures that Need Protection,100 year coastal flood protection structures 100 year flood coastal flood sea level rise climate change oceans and coastal seawall levee,Atmosphere & Climate Structures Inland Waters Climate change Floods,10/10/2013,,Pacific Institute,http://www.pacinst.org/reports/sea_level_rise/files/Needed_protection_structures.zip ,TRUE,monica.downs@resources.ca.gov,Climate Change Data,
,f,Climate Change Data,Waste Water Treatment Plants,100 year flood sea level rise oceans and coastal climate change 100 year coastal flood coastal flood treatment plant waste water treatment plant Waste Water,Atmosphere & Climate Utilities & Communication Oceans & Estuaries Waste treatment Floods Climate change Coastal information Inland Waters,10/10/2013,,Pacific Institute,http://www.pacinst.org/reports/sea_level_rise/files/WWTP_point.zip ,TRUE,monica.downs@resources.ca.gov,Climate Change Data,
,f,Climate Change Data,California Schools,100 year flood oceans and coastal sea level rise climate change schools 100 year coastal flood coastal flood,Floods Schools Climate change Structures Inland Waters Atmosphere & Climate,10/24/2013,,Pacific Institute,http://www.pacinst.org/reports/sea_level_rise/files/CA_schools.zip ,TRUE,monica.downs@resources.ca.gov,Climate Change Data,
,f,Climate Change Data,S.F. Bay Vulnerable Waste Water Treatment Plants,sea level rise climate change coastal flood 100 year coastal flood 100 year flood oceans and coastal waste water treatment plant treatment plant Waste Water,Climate change Floods Atmosphere & Climate Utilities & Communication Waste treatment Inland Waters,10/24/2013,,Pacific Institute,http://www.pacinst.org/reports/sea_level_rise/files/wwtp.zip ,TRUE,monica.downs@resources.ca.gov,Climate Change Data,
,f,Climate Change Data,"Vulnerable EPA hazardous sites, 2100",coastal flood climate change sea level rise oceans and coastal treatment plant Waste Water 100 year coastal flood 100 year flood waste water treatment plant,Environment Atmosphere & Climate Floods Environmental hazards Climate change Inland Waters,10/24/2013,,Pacific Institute,http://www.pacinst.org/reports/sea_level_rise/files/epa_listed.zip ,TRUE,monica.downs@resources.ca.gov,Climate Change Data,
,f,Climate Change Data,"Vulnerable Schools, 2000",coastal flood climate change sea level rise 100 year coastal flood oceans and coastal schools 100 year flood,Inland Waters Structures Environment Climate change Environmental hazards Floods Schools Atmosphere & Climate,10/24/2013,,Pacific Institute,http://www.pacinst.org/reports/sea_level_rise/files/yr2000_vulnerable_schools.zip ,TRUE,monica.downs@resources.ca.gov,Climate Change Data,
,t,CNRA Decision-Making Tools,The California Water Atlas,water,Water quality Utilities & Communication Watershed Environment Water distribution Inland Waters,10/14/2013,,California Department of Water Resources Office of Planning Research,https://projects.atlas.ca.gov/frs/download.php/17183/CA_Water_Atlas_daisy.zip https://projects.atlas.ca.gov/frs/download.php/17181/CA_Water_Atlas.epub https://projects.atlas.ca.gov/frs/download.php/17182/CA_Water_Atlas.mobi ,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,CSMW Coastal Sediment Master Plan Spatial Data Database,,Oceans & Estuaries Coastal information,3/21/2013,,US Army Corps of Engineers California Department of Boating and Waterways,,TRUE,Alyssa.King@usace.army.mil,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DBW Boating Safety Reports,,Society Recreation Safety Boating Health,3/21/2013,,California Department of Boating and Waterways,,TRUE,arigby@dbw.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DBW California Beach Restoration Study,,Beach Coastal information Oceans & Estuaries,3/21/2013,,State Coastal Conservancy California Department of Boating and Waterways,,TRUE,sterrett@dbw.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DOGGR FTP Site,,Natural Resources Utilities & Communication Gas Economy Oil Geothermal,3/21/2013,,California Department of Conservation,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DOGGR Online Well Record Search,,Natural Resources Utilities & Communication Gas Oil Economy Geothermal,3/21/2013,,California Department of Conservation,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DOGGR Projection/Injection Database,,Economy Oil Geothermal Natural Resources Utilities & Communication Gas,3/21/2013,,California Department of Conservation,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,CGS 2010 Fault Activity Map of California,,Geoscientific Geology,3/25/2013,,California Geological Survey California Department of Conservation,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,CGS 2010 Geologic Map of California,,Geology Geoscientific,3/25/2013,,California Geological Survey California Department of Conservation,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,CGS Library Catalog,,Geology Geoscientific,3/25/2013,,California Geological Survey California Department of Conservation,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,CGS Publications Database,,Geology Geoscientific,3/25/2013,,California Geological Survey California Department of Conservation,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DFW Automated License Data System (ALDS),,Biota Wildlife,3/25/2013,,California Department of Fish and Wildlife,,TRUE,,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DFW California Natural Diversity Database (CNDDB),,Animal Wildlife Biota,3/25/2013,,California Department of Fish and Wildlife,,TRUE,,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DFW California Wildlife Habitat Relationships (CWHR),,Biota Wildlife Animal,3/25/2013,,California Department of Fish and Wildlife,,TRUE,,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DFW Vegetation Classification and Mapping Program (VegCAMP),,Maps Biota Base Maps Imagery-Base Maps-Land Cover Vegetation,3/25/2013,,California Department of Fish and Wildlife,,TRUE,,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,FMMP FTP Site,,Farming Land use Planning & Development Planning & Cadastre,3/25/2013,,Division of Land Resource Protection Farmland Mapping and Monitoring Program California Department of Conservation,,TRUE,Patrick.L.Hennessy@conservation.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,FMMP Important Farmland Data Availability,,Planning & Cadastre Land use Farming Planning & Development,3/25/2013,,Farmland Mapping and Monitoring Program Division of Land Resource Protection California Department of Conservation,,TRUE,Patrick.L.Hennessy@conservation.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,Recreational Fisheries Information Network (RecFIN),,Natural Resources Fisheries Economy,3/25/2013,,California Department of Fish and Wildlife,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,"California Coastal Commission Publications, Data and Maps",,Imagery-Base Maps-Land Cover Base Maps Maps Coastal information Oceans & Estuaries,3/26/2013,,Coastal Commission,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,California Coastal Conservancy - Coast & Ocean Online Archive,,Oceans & Estuaries Coastal information,3/26/2013,,State Coastal Conservancy,,TRUE,dwayman@scc.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,California State Lands Commission Information Page,,Planning & Development Planning & Cadastre Land use,3/26/2013,,State Lands Commission,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,California Tahoe Conservancy Interactive Project Map,,Land cover Environment Inland Waters Recreation Society Watershed Water quality Imagery-Base Maps-Land Cover Forest,3/26/2013,,Tahoe Conservancy,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,CEC Energy Maps of California,,Utilities & Communication Energy,3/26/2013,,Energy Commission,,TRUE,,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,Central Valley Flood Protection Board Maps,,Inland Waters Environmental hazards Environment Floods,3/26/2013,,Central Valley Flood Protection Board,,TRUE,cvfpbquestions@water.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,Delta Stewardship Council - Search the DSC Website,,Delta Inland Waters,3/26/2013,,Delta Stewardship Council,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DFW Habitat Tracking and Reporting (HabiTrak) - Map Viewer,,Biota Habitat Wildlife,3/26/2013,,California Department of Fish and Wildlife,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DFW Passage Assessment Database - Map Viewer,,Biota Fisheries Economy Wildlife Natural Resources,3/26/2013,,California Department of Fish and Wildlife,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DFW Passage Assessment Database (PAD),,Biota Economy Wildlife Natural Resources Fisheries,3/26/2013,,California Department of Water Resources State Coastal Conservancy California Department of Fish and Wildlife Department of Transportation,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DWR California Data Exchange Center (CDEC),,Hydrology Inland Waters,3/26/2013,,California Department of Water Resources,,TRUE,joseph.mcdole@parks.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DWR California Irrigation Management Information System (CIMIS),,Water distribution Utilities & Communication Irrigation Farming,3/26/2013,,California Department of Water Resources,,TRUE,DWRCIMISPublicContact@water.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DWR Delta Levees GIS System,,Delta Levees Inland Waters,3/26/2013,,California Department of Water Resources,,TRUE,jdudas@water.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DWR Groundwater Information Center,,Groundwater Geoscientific,3/26/2013,,California Department of Water Resources,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DWR Integrated Water Resources Information System (IWRIS),,Hydrology Inland Waters Environment Geoscientific Water quality Groundwater,3/26/2013,,California Department of Water Resources,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DWR Interagency Ecological Program (IEP) Data and Metadata Access,,Inland Waters Natural Resources Fisheries Ecology Biota Delta Economy,3/26/2013,,California Department of Fish and Wildlife California Department of Water Resources,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DWR Land and Water Use Data Collections,,Planning & Cadastre Irrigation Land use Farming Planning & Development,3/26/2013,,California Department of Water Resources,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DWR State Water Project Monthly Operations Data,,Water distribution Utilities & Communication,3/26/2013,,California Department of Water Resources,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DWR Water Data Library (WDL),,Environment Geoscientific Water quality Groundwater,3/26/2013,,California Department of Water Resources,,TRUE,Eric.Senter@water.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,DWR Water Plan Information Exchange (Water PIE),,Inland Waters Hydrology Planning & Cadastre,3/26/2013,,California Department of Water Resources,,TRUE,cwpcom@water.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,FRAP 2010 Assessment Priority Landscapes Mapper,,Environment Landscape Natural Resources Forestry Economy,3/26/2013,,California Department of Forestry and Fire Protection,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,FRAP California Fire Economics Simulator (CFES2),,Society Emergency services Services,3/26/2013,,California Department of Forestry and Fire Protection,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
,f,CNRA Decision-Making Tools,FRAP Development Effects on Wildlife in Oak Woodland (DEWOW),oak woodland,Wildlife Planning & Development Biota Planning & Cadastre Habitat,3/26/2013,,California Department of Forestry and Fire Protection,,TRUE,erin.reddy@resources.ca.gov,CNRA Decision-Making Tools,
